Datetime,Tweet Id,Username,Reply,Retweet,Like,text_clean,text_preprocessed
2022-08-04 17:01:13+00:00,1555237433934983168,loopythereal,0,0,0,sip tingga tunggu verifikasinya aja,"['sip', 'tingga', 'tunggu', 'verifikasi', 'aja']"
2022-08-04 17:00:43+00:00,1555237308743368705,loopythereal,3,0,0,ini di mana di jakarta masih byk tp tempat ngisinya di kurangin 🤣 yang pertalite cuma di ksh  jalur doang sisanya buat pertamax dsb,"['jakarta', 'byk', 'tp', 'ngisinya', 'rangin', '', 'pertalite', 'ksh', 'jalur', 'doang', 'sisa', 'pertamax', 'dsb']"
2022-08-04 16:15:46+00:00,1555225996634517505,J93vS84,1,0,0,plot twist mereka login mypertamina sebelum ngisi bensin,"['plot', 'twist', 'login', 'mypertamina', 'ngisi', 'bensin']"
2022-08-04 15:54:22+00:00,1555220609571102720,tarto888,2,0,0,sekarang malah pertlitnya yg ga pernah ada di pomsetiap mau ngisi selelu ada tulisan pertlite dalam perjalanan😆😆😆,"['pertlitnya', 'yg', 'ga', 'pomsetiap', 'ngisi', 'selelu', 'tulis', 'pertlite', 'jalan']"
2022-08-04 15:51:44+00:00,1555219946506174464,tarto888,1,0,0,sudah bang sudah kelar sudah saya perkecil,"['bang', 'kelar', 'kecil']"
2022-08-04 15:38:37+00:00,1555216645916086273,cardboxman87,1,0,0,gmn ni kak saya ud daftar sejak  juli kok belom dpt balasan sampai saat ini,"['gmn', 'ni', 'kak', 'ud', 'daftar', 'juli', 'bom', 'dpt', 'balas']"
2022-08-04 15:07:48+00:00,1555208890908037120,MyPertaminaID,0,0,0,samasama sukses selalu adi,"['samasama', 'sukses', 'adi']"
2022-08-04 15:06:22+00:00,1555208528003944448,tribunpontianak,0,0,0,skenario beli pertalite dan solar resmi pakai mypertamina berlaku mulai september     lewat,"['skenario', 'beli', 'pertalite', 'solar', 'resmi', 'pakai', 'mypertamina', 'laku', 'september']"
2022-08-04 14:50:56+00:00,1555204645966200833,MyPertaminaID,0,0,0,king hai sobat boddah terima kasih atas saran yang diberikan apabila berkenan dapat disampaikan detail kronologisnya melalui dm mohon maaf atas ketidaknyamanannya tks adi,"['king', 'hai', 'sobat', 'boddah', 'terima', 'kasih', 'saran', 'kenan', 'detail', 'kronologis', 'dm', 'mohon', 'maaf', 'ketidaknyamanannya', 'tks', 'adi']"
2022-08-04 14:49:03+00:00,1555204170143379457,sariagri_id,0,0,0,pengamat beli bbm subsidi lewat mypertamina sudah tepat,"['amat', 'beli', 'bbm', 'subsidi', 'mypertamina']"
2022-08-04 14:38:23+00:00,1555201488972316677,vinnalay_,0,0,1,canadian must use  apps indonesian must use  apps since global virus and war attack rach country make us many rules must using apps to buy must fill out private doc to sign up application its sounds weird 🌏🔊,"['canadian', 'must', 'use', 'apps', 'indonesian', 'must', 'use', 'apps', 'since', 'global', 'virus', 'and', 'war', 'attack', 'rach', 'country', 'make', 'us', 'many', 'rules', 'must', 'using', 'apps', 'to', 'buy', 'must', 'fill', 'out', 'private', 'doc', 'to', 'sign', 'up', 'application', 'its', 'sounds', 'weird', '']"
2022-08-04 14:31:55+00:00,1555199861351657475,Rizqiadipradana,1,0,0,terima kasih min,"['terima', 'kasih', 'min']"
2022-08-04 14:31:11+00:00,1555199676202512384,B4msaja,0,0,0,kotaku tidak masuk wilayah uji coba aplikasi mypertamina tapi pengiriman truk bbm sudah di batasi tiap hari kita di suguhi dan dipaksa ikut parade  kere ngantri bbm di negara sendiri ancene  anjg,"['kota', 'masuk', 'wilayah', 'uji', 'coba', 'aplikasi', 'mypertamina', 'kirim', 'truk', 'bbm', 'batas', 'suguh', 'paksa', 'parade', 'kere', 'ngantri', 'bbm', 'negara', 'ancene', 'anjg']"
2022-08-04 14:05:03+00:00,1555193100615954434,iqbalRawaly,0,0,0,my pertamina dijamin batal 😂😂,"['my', 'pertamina', 'jamin', 'batal', '']"
2022-08-04 13:54:57+00:00,1555190555671691266,aisberr0,0,0,0,setau dan se nangkepkuyg pake my pertamina tuh solar bersubsidi dan pertalite roda  tp gtau deh,"['tau', 'nangkepkuyg', 'pake', 'my', 'pertamina', 'tuh', 'solar', 'subsidi', 'pertalite', 'roda', 'tp', 'gtau', 'deh']"
2022-08-04 13:27:50+00:00,1555183734047244290,Seonwoosky,0,0,0,berikut ini cara daftar dan transaksi bbm subsidi tepat mypertamina semoga bermanfaat ya 🤗🤗,"['daftar', 'transaksi', 'bbm', 'subsidi', 'mypertamina', 'moga', 'manfaat', 'ya', '']"
2022-08-04 13:27:33+00:00,1555183660269453315,illaundaitti,1,0,0,bagaimana cara mendapatkan password claim pada aplikasi mypertamina,"['password', 'claim', 'aplikasi', 'mypertamina']"
2022-08-04 13:10:16+00:00,1555179311170080768,dchnrmdha,0,0,0,😁,['']
2022-08-04 13:10:15+00:00,1555179309119455232,bys_king11,1,0,0,spbbu  kedoya self service tp  orang operator megang  mesin pompa saya sih baru pertama kali isi di sini krn terpaksa pom deket rumah habis pertamax nya ternyata yg bikin antrian panjang di pom ini karena  operator pegang  mesin tolonglah ditingkatkan pelayanannya,"['spbbu', 'kedoya', 'self', 'service', 'tp', 'orang', 'operator', 'megang', 'mesin', 'pompa', 'sih', 'kali', 'isi', 'krn', 'paksa', 'pom', 'deket', 'rumah', 'habis', 'pertamax', 'nya', 'yg', 'bikin', 'antri', 'pom', 'operator', 'pegang', 'mesin', 'tolong', 'tingkat', 'layan']"
2022-08-04 13:07:14+00:00,1555178546749878273,hopearlve,0,0,0,wduh cb sruh dnlod mypertamina dixckk,"['wduh', 'cb', 'sruh', 'dnlod', 'mypertamina', 'dixckk']"
2022-08-04 13:04:14+00:00,1555177791775129600,kumparan,0,0,0,ombudsman ri dalam diskusi publik di ternate menilai aplikasi mypertamina sebagai sarana pendataan distribusi bbm bersubsidi harus memenuhi standar pelayanan publik,"['ombudsman', 'ri', 'diskusi', 'publik', 'ternate', 'nilai', 'aplikasi', 'mypertamina', 'sarana', 'data', 'distribusi', 'bbm', 'subsidi', 'penuh', 'standar', 'layan', 'publik']"
2022-08-04 12:59:22+00:00,1555176568632139776,Surya_4L,1,0,0,nganggo my pertamina ora lur nek tumbas,"['nganggo', 'my', 'pertamina', 'ora', 'lur', 'nek', 'tumbas']"
2022-08-04 12:37:06+00:00,1555170965142659072,sariagri_id,0,0,0,pengamat desak penggunaan mypertamina dibatalkan ini alasannya,"['amat', 'desak', 'guna', 'mypertamina', 'batal', 'alas']"
2022-08-04 12:35:39+00:00,1555170601182334977,AlwaaCorollaa,0,0,0,yuk simak cara daftar dan transaksi bbm subsidi tepat mypertamina 😙👍🏻,"['yuk', 'simak', 'daftar', 'transaksi', 'bbm', 'subsidi', 'mypertamina', '']"
2022-08-04 12:15:57+00:00,1555165644400005120,ayangip,1,0,0,tanyain dulu punya mypertamina belom,"['tanyain', 'mypertamina', 'bom']"
2022-08-04 12:00:21+00:00,1555161718182928384,pertamaxseries,0,2,2,dijamin pembakaran sempurna dari ron  bakal bikin mesin lebih bertenaga dan akselerasi lebih optimal anti tersengalsengal slebeeew,"['jamin', 'bakar', 'sempurna', 'ron', 'bikin', 'mesin', 'tenaga', 'akselerasi', 'optimal', 'anti', 'tersengalsengal', 'slebeeew']"
2022-08-04 12:00:20+00:00,1555161713959284736,pertamaxseries,1,2,2,merinding banget sih kalo sampai kena teror mesin pengap sepanjang jalan ada yang pernah   buat yang pernah pasti belom pake pertamax turbo nih coba deh isi pertamax turbo sekarang,"['merinding', 'banget', 'sih', 'kalo', 'kena', 'teror', 'mesin', 'pengap', 'jalan', 'bom', 'pake', 'pertamax', 'turbo', 'nih', 'coba', 'deh', 'isi', 'pertamax', 'turbo']"
2022-08-04 11:49:58+00:00,1555159102698819584,Icu663,0,1,0,my pertamina  my du ngu,"['my', 'pertamina', 'my', 'du', 'ngu']"
2022-08-04 11:45:53+00:00,1555158078429233154,MyPertaminaID,0,0,0,hai sobat pastikan sudah follow akun   terlebih dahulu atau periksa pengaturan pesan pada akun sobat tks tedi,"['hai', 'sobat', 'pasti', 'follow', 'akun', 'periksa', 'atur', 'pesan', 'akun', 'sobat', 'tks', 'tedi']"
2022-08-04 11:38:17+00:00,1555156164618649600,kelvinarnandi,0,0,0,terima kasih di websitenya utk mencari tahu kalau data sedang diproses  masih antri atau sudah selesai diverifikasi lihatnya dimana ya thx,"['terima', 'kasih', 'websitenya', 'utk', 'cari', 'data', 'proses', 'antri', 'selesai', 'verifikasi', 'lihat', 'mana', 'ya', 'thx']"
2022-08-04 11:33:17+00:00,1555154904095764480,MyPertaminaID,1,0,0,silakan untuk melakukan pengecekan status pendaftaran di website secara berkala terima kasih firman,"['sila', 'kece', 'status', 'daftar', 'website', 'kala', 'terima', 'kasih', 'firman']"
2022-08-04 11:32:53+00:00,1555154803046563840,MyPertaminaID,0,0,0,hai sobat kelvin apabila sobat berhasil melakukan edit data di website  mohon berkenan menunggu proses konfirmasi data dalam  hari kerja tidak termasuk sabtu  minggu dan hari libur nasional di alamat email yang telah didaftarkan,"['hai', 'sobat', 'kelvin', 'sobat', 'hasil', 'edit', 'data', 'website', 'mohon', 'kenan', 'tunggu', 'proses', 'konfirmasi', 'data', 'kerja', 'sabtu', 'minggu', 'libur', 'nasional', 'alamat', 'email', 'daftar']"
2022-08-04 11:29:43+00:00,1555154009530707968,asady27,1,0,0,lah ndak bisa dm,"['ndak', 'dm']"
2022-08-04 11:27:53+00:00,1555153544986374146,asady27,0,0,0,oke siap trims,"['oke', 'trims']"
2022-08-04 11:23:06+00:00,1555152344580468736,antarabiz,0,0,0,sleman gelar sosialisasi dan pelatihan penerapan aplikasi mypertamina,"['sleman', 'gelar', 'sosialisasi', 'latih', 'terap', 'aplikasi', 'mypertamina']"
2022-08-04 11:22:49+00:00,1555152271851532288,kelvinarnandi,2,0,0,sore minggu lalu verifikasi subsidi tepat saya ada salah data sudah diedit tapi blm ada email masuk lagi sampai hari ini apa ada solusinya thx,"['sore', 'minggu', 'verifikasi', 'subsidi', 'salah', 'data', 'edit', 'blm', 'email', 'masuk', 'solusi', 'thx']"
2022-08-04 11:12:43+00:00,1555149730946043909,MyPertaminaID,0,0,0,hai sobat maryanto mengenai hal tersebut adalah penipuan hatihati terhadap oknum yang mengatasnamakan pt pertamina persero informasi lebih lanjut terkait undian mypertamina tebar hadiah bisa cek tautan  tks gio,"['hai', 'sobat', 'maryanto', 'tipu', 'hatihati', 'oknum', 'mengatasnamakan', 'pt', 'pertamina', 'persero', 'informasi', 'kait', 'undi', 'mypertamina', 'tebar', 'hadiah', 'cek', 'taut', 'tks', 'gio']"
2022-08-04 11:07:05+00:00,1555148311266738176,maryantoooo,2,0,0,lumayan mas info donf bener apa tidak 😁,"['lumayan', 'mas', 'info', 'donf', 'bener', '']"
2022-08-04 10:39:09+00:00,1555141281185398784,0802fathul,0,0,0,nah ini guys cara daftar dan transaksi bbm subsidi tepat mypertamina 👍,"['guys', 'daftar', 'transaksi', 'bbm', 'subsidi', 'mypertamina', '']"
2022-08-04 10:30:29+00:00,1555139101099077633,debening,0,0,0,yuk segera di simak nih cara daftar dan transaksi bbm subsidi tepat mypertamina 👍🏻,"['yuk', 'simak', 'nih', 'daftar', 'transaksi', 'bbm', 'subsidi', 'mypertamina', '']"
2022-08-04 10:29:55+00:00,1555138957985230848,redupetang,0,0,0,naah ini dia guys cara daftar dan transaksi bbm subsidi tepat melalui mypertamina 👍,"['naah', 'guys', 'daftar', 'transaksi', 'bbm', 'subsidi', 'mypertamina', '']"
2022-08-04 10:29:11+00:00,1555138775419740160,ziiunik,0,0,0,nih buat yang belum tahu cara daftar dan transaksi bbm subsidi tepat mypertamina mudah kok ini bisa di simak informasinya yaa guys 👍🏻,"['nih', 'daftar', 'transaksi', 'bbm', 'subsidi', 'mypertamina', 'mudah', 'simak', 'informasi', 'yaa', 'guys', '']"
2022-08-04 10:28:27+00:00,1555138591554015232,Bulanndua,0,0,0,ini dia guyss buat cara daftar dan transaksi bbm subsidi tepat mypertamina kuy disimak biar pada paham yah,"['guyss', 'daftar', 'transaksi', 'bbm', 'subsidi', 'mypertamina', 'kuy', 'simak', 'biar', 'paham', 'yah']"
2022-08-04 10:24:49+00:00,1555137674406948865,jiiesoya,0,0,0,yuk sama sama di simak nih cara daftar dan transaksi bbm subsidi tepat mypertamina,"['yuk', 'simak', 'nih', 'daftar', 'transaksi', 'bbm', 'subsidi', 'mypertamina']"
2022-08-04 10:24:12+00:00,1555137521054777344,himinggu,0,0,0,ini yaa informasi lengkapnya bagaimana cara daftar dan transaksi bbm subsidi tepat mypertamina yuk disimak infonya,"['yaa', 'informasi', 'lengkap', 'daftar', 'transaksi', 'bbm', 'subsidi', 'mypertamina', 'yuk', 'simak', 'info']"
2022-08-04 10:23:32+00:00,1555137350208192513,salselasa,0,0,0,jadi ini yaa guys cara daftar dan transaksi bbm subsidi tepat mypertamina  mudah sekali pastinya mantap deh,"['yaa', 'guys', 'daftar', 'transaksi', 'bbm', 'subsidi', 'mypertamina', 'mudah', 'pasti', 'mantap', 'deh']"
2022-08-04 10:20:06+00:00,1555136488345456640,denahbiru,0,0,0,nah gini loh guys buat cara terlengkap nya daftar dan transaksi bbm subsidi tepat mypertamina  simak yuk dan pahami juga ya,"['gin', 'loh', 'guys', 'lengkap', 'nya', 'daftar', 'transaksi', 'bbm', 'subsidi', 'mypertamina', 'simak', 'yuk', 'paham', 'ya']"
2022-08-04 10:19:30+00:00,1555136337954500608,nawangzh,0,0,0,jadi begini yaa guys buat cara daftar dan transaksi bbm subsidi tepat mypertamina yaa 👍🏻,"['yaa', 'guys', 'daftar', 'transaksi', 'bbm', 'subsidi', 'mypertamina', 'yaa', '']"
2022-08-04 10:18:53+00:00,1555136181829980160,ynnaare,0,0,0,ayo disimak informasinya ini guys untuk cara daftar dan transaksi bbm subsidi tepat mypertamina,"['ayo', 'simak', 'informasi', 'guys', 'daftar', 'transaksi', 'bbm', 'subsidi', 'mypertamina']"
2022-08-04 10:01:56+00:00,1555131916633796609,cintiaciputra,0,2,2,a number of drivers around the market with the city of sorong west papua flocked to register as users of subsidized bbm or mypertaminas precise subsidies,"['a', 'number', 'of', 'drivers', 'around', 'the', 'market', 'with', 'the', 'city', 'of', 'sorong', 'west', 'papua', 'flocked', 'to', 'register', 'as', 'users', 'of', 'subsidized', 'bbm', 'or', 'mypertaminas', 'precise', 'subsidies']"
2022-08-04 10:01:18+00:00,1555131755648401413,Hyeriego1,0,0,0,nih buat yang belum tahu cara daftar dan transaksi bbm subsidi tepat mypertamina mudah kok bisa dibaca yaa 🥰👍🏻,"['nih', 'daftar', 'transaksi', 'bbm', 'subsidi', 'mypertamina', 'mudah', 'baca', 'yaa', '']"
2022-08-04 09:59:33+00:00,1555131314755366912,kompascom,0,0,0,saat ini kriteria kendaraan yang dibolehkan membeli pertalite atau solar dengan mendaftar di mypertamina diatur berdasarkan kubikasi mesin,"['kriteria', 'kendara', 'boleh', 'beli', 'pertalite', 'solar', 'daftar', 'mypertamina', 'atur', 'dasar', 'kubikasi', 'mesin']"
2022-08-04 09:56:12+00:00,1555130472560074752,MyPertaminaID,2,0,0,hai sobat as poin akan didapatkan maksimal x jam setelah transaksi berhasil silakan sobat sampaikan nomor telepon mypertamina melalui dm guna kami bantu pengecekan tks firman,"['hai', 'sobat', 'as', 'poin', 'dapat', 'maksimal', 'x', 'jam', 'transaksi', 'hasil', 'sila', 'sobat', 'nomor', 'telepon', 'mypertamina', 'dm', 'bantu', 'kece', 'tks', 'firman']"
2022-08-04 09:54:41+00:00,1555130093638664192,Pujowiebowo,0,0,0,mosok mypertamina gak iso bedake alphard karo mobil lcgc 😁😁,"['mosok', 'mypertamina', 'gak', 'iso', 'bedake', 'alphard', 'karo', 'mobil', 'lcgc', '']"
