Datetime,Tweet Id,Text,Username,IP,Reply,Retweet,Like,Device
2022-08-04 22:46:18+00:00,1555324277498339328,"Tayang hari ini pk 12.00 siang wib
Klik Link ini https://t.co/EYzy1d3cLK
lalu Subscribe dan aktifkan loncengnya agar Anda mendapatkan notifikasi jika sudah tayang
#Podcast #Podcastradio #mypertamina #pertalite #aplikasipertamina https://t.co/lVlN0wlpKK",PODCASTRADIO6,https://twitter.com/PODCASTRADIO6/status/1555324277498339328,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 22:46:04+00:00,1555324217855725568,"Syarat dan Cara Daftar MyPertamina, Siapkan Foto Kendaraan-Pelat Nomor https://t.co/9klrc4EHa8",CNNIndonesia,https://twitter.com/CNNIndonesia/status/1555324217855725568,2,0,3,"<a href=""http://www.detik.com/"" rel=""nofollow"">detikcommunity</a>"
2022-08-04 22:28:12+00:00,1555319720697483264,"Jadi begini Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina ya guys 👍🏻.
https://t.co/2ilzGJLyQI",SdpSedap,https://twitter.com/SdpSedap/status/1555319720697483264,0,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
2022-08-04 22:27:41+00:00,1555319589718102017,"Ternyata gini loh guys Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina. 
Simak yuk dan pahami juga ya 
https://t.co/dHBQMo3u5I",totosawi,https://twitter.com/totosawi/status/1555319589718102017,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 22:27:23+00:00,1555319516460359680,"Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina
mudah sekali ,,mantap 
https://t.co/CRfa2NW8ZI",kakasawi,https://twitter.com/kakasawi/status/1555319516460359680,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 22:27:06+00:00,1555319441855877121,"Inilah Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina. Yuk disimak infonya
https://t.co/oVQEAYMHs5",CashielGavin,https://twitter.com/CashielGavin/status/1555319441855877121,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 22:26:48+00:00,1555319368548249600,"Yuk simak Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina
https://t.co/F5zHsitT8B",alexaxelle123,https://twitter.com/alexaxelle123/status/1555319368548249600,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 22:26:29+00:00,1555319288772304897,"Ini dia Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina. Kuy disimak biar pada paham
https://t.co/aI1nmASsgg",totopakcoy,https://twitter.com/totopakcoy/status/1555319288772304897,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 22:26:03+00:00,1555319181150547968,"Nih Buat Yang Belum Tahu Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina, Mudah Kok Bisa Di Baca Ya 🥰👍🏻
https://t.co/htUVeBS6bl",totokangkung,https://twitter.com/totokangkung/status/1555319181150547968,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 22:25:37+00:00,1555319068776796160,Naah ini guys Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina👍👍 https://t.co/k1noi9tWft,GogoCeo,https://twitter.com/GogoCeo/status/1555319068776796160,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 22:25:19+00:00,1555318993183195136,"Yuk Simak Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina😙👍🏻
https://t.co/XqsrrfIMBs",rawittoto,https://twitter.com/rawittoto/status/1555318993183195136,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 22:24:54+00:00,1555318891169316864,"Berikut ini Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina
Semoga bermanfaat ya 🤗
https://t.co/vTjLDcA4t4",tototimun,https://twitter.com/tototimun/status/1555318891169316864,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 21:39:30+00:00,1555307466350809088,Naah ini guys Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina👍👍 https://t.co/M1TUFQ791u,Askiarahmawati1,https://twitter.com/Askiarahmawati1/status/1555307466350809088,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 21:39:13+00:00,1555307392099041280,"Nih Buat Yang Belum Tahu Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina, Mudah Kok Bisa Di Baca Ya 🥰👍🏻
https://t.co/Po1lr771Vs",kacangtelur66,https://twitter.com/kacangtelur66/status/1555307392099041280,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 21:38:30+00:00,1555307214784839680,"Ini dia Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina. Kuy disimak biar pada paham
https://t.co/a9CGeDZ03d",Bungaamalia201,https://twitter.com/Bungaamalia201/status/1555307214784839680,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 21:37:58+00:00,1555307077157154816,"Inilah Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina. Yuk disimak infonya
https://t.co/ZO7C7Hirjt",krisnaaji100,https://twitter.com/krisnaaji100/status/1555307077157154816,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 21:37:40+00:00,1555307002707922944,"Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina
mudah sekali ,,mantap 
https://t.co/UnlBSHoq37",degansegerr22,https://twitter.com/degansegerr22/status/1555307002707922944,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 21:37:12+00:00,1555306886064656384,"Ternyata gini loh guys Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina. 
Simak yuk dan pahami juga ya 
https://t.co/1aK8cPplZG",Gendhisayu55,https://twitter.com/Gendhisayu55/status/1555306886064656384,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 21:36:53+00:00,1555306804787441664,"Jadi begini Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina ya guys 👍🏻
https://t.co/Dg8hPNq7bg",DimasWija551,https://twitter.com/DimasWija551/status/1555306804787441664,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 21:36:33+00:00,1555306720397692929,"Disimak guys untuk Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina
https://t.co/bZPdIXctfk",RetnoWulan046,https://twitter.com/RetnoWulan046/status/1555306720397692929,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 21:25:00+00:00,1555303816244776960,"oyi rek, ada yg bpknya/saudara/tetangga atau mas/mba nya sendiri daftar subsiditepat My Pertamina ga? mau minta tolong isi kuesioner ku buat laporan PKL kalo boleh 🥺",ngalamfess,https://twitter.com/ngalamfess/status/1555303816244776960,0,0,4,"<a href=""https://twitter.com/ngalamfess"" rel=""nofollow"">Sender Ngalamfess</a>"
2022-08-04 20:47:39+00:00,1555294417623609344,Ini yang terjadi Jika September Anda belum Daftar MyPertamina! https://t.co/5mVw87alKy,keuangannews_id,https://twitter.com/keuangannews_id/status/1555294417623609344,0,2,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 19:14:58+00:00,1555271089898799104,"@loopythereal Hai, Sobat Loopy. Terkait jalur yang digunakan untuk pengisian BBM merupakan kebijakan operasional SPBU. Mohon maaf atas ketidaknyamanannya.  Terima kasih. -Adi",MyPertaminaID,https://twitter.com/MyPertaminaID/status/1555271089898799104,0,0,0,"<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Socio Enterprise</a>"
2022-08-04 19:03:40+00:00,1555268249927168001,"@tarto888 Hai, Sobat Sutarto. Mohon maaf atas ketidaknyamanannya. Silakan diinformasikan nomor SPBU untuk dicek. Sobat bisa menggunakan BBM non subsidi atau mendatangi SPBU terdekat lainnya. Tks. -Adi",MyPertaminaID,https://twitter.com/MyPertaminaID/status/1555268249927168001,0,0,0,"<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Socio Enterprise</a>"
2022-08-04 18:57:10+00:00,1555266612672237568,"@cardboxman87 Hai, sobat. Mohon maaf atas ketidaknyamanannya. Mengenai hal tersebut, silakan diinformasikan NIK dan detail permasalahan melalui DM. Tks. -Adi",MyPertaminaID,https://twitter.com/MyPertaminaID/status/1555266612672237568,1,0,0,"<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Socio Enterprise</a>"
2022-08-04 18:36:35+00:00,1555261432505286656,Ini yang terjadi Jika September Anda belum Daftar MyPertamina! https://t.co/5mVw879NV0,keuangannews_id,https://twitter.com/keuangannews_id/status/1555261432505286656,3,1,2,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>"
2022-08-04 17:26:48+00:00,1555243870123745280,"#BeritaSampit
Implementasi MyPertamina Harus Memenuhi Standar Pelayanan Publik Dalam Pendataan Pembatasan Kuota BBM Subsidi https://t.co/rxLnXTwMaA TERN... https://t.co/LRUxYxVBnN",beritasampit_id,https://twitter.com/beritasampit_id/status/1555243870123745280,0,0,0,"<a href=""https://beritasampit.co.id/"" rel=""nofollow"">beritasampit.id</a>"
2022-08-04 17:26:13+00:00,1555243725349040130,Wakil Bupati Sleman Berikan Arahan Sosialisasi Penerapan dan Pelatihan Aplikasi MyPertamina https://t.co/c4nTsrYGqL https://t.co/3AJqX1hwkN,warkop_tkj,https://twitter.com/warkop_tkj/status/1555243725349040130,0,0,0,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
2022-08-04 17:24:49+00:00,1555243371110830080,Implementasi MyPertamina Harus Memenuhi Standar Pelayanan Publik Dalam Pendataan Pembatasan Kuota BBM Subsidi https://t.co/rxLnXTfbj2,beritasampit_id,https://twitter.com/beritasampit_id/status/1555243371110830080,0,0,0,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>"
2022-08-04 17:24:47+00:00,1555243364504698883,Implementasi MyPertamina Harus Memenuhi Standar Pelayanan Publik Dalam Pendataan Pembatasan Kuota BBM Subsidi https://t.co/Ir8UkZJ9Bv,infoKALTENG,https://twitter.com/infoKALTENG/status/1555243364504698883,0,0,0,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>"
2022-08-04 17:24:46+00:00,1555243358825619459,Implementasi MyPertamina Harus Memenuhi Standar Pelayanan Publik Dalam Pendataan Pembatasan Kuota BBM Subsidi https://t.co/dXFKoa9ZaY,beritasampit1,https://twitter.com/beritasampit1/status/1555243358825619459,0,0,0,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>"
2022-08-04 17:24:04+00:00,1555243183285862400,"Implementasi MyPertamina Harus Memenuhi Standar Pelayanan Publik https://t.co/RwAPjGDIWs
#ombudsman #MyPertamina #BBMbersubsidi #solar #pertalite",cakranewsonline,https://twitter.com/cakranewsonline/status/1555243183285862400,0,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
2022-08-04 17:06:40+00:00,1555238804977553408,Wakil Bupati Sleman Berikan Arahan Sosialisasi Penerapan dan Pelatihan Aplikasi MyPertamina  https://t.co/Jwx09vF4Vj,info_sleman,https://twitter.com/info_sleman/status/1555238804977553408,0,0,0,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"
2022-08-04 17:01:13+00:00,1555237433934983168,@tarto888 @MyPertaminaID Sip. Tingga tunggu verifikasinya aja,loopythereal,https://twitter.com/loopythereal/status/1555237433934983168,0,0,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
2022-08-04 17:00:43+00:00,1555237308743368705,@tarto888 @MyPertaminaID Ini di mana? Di jakarta masih byk tp tempat ngisinya di kurangin 🤣 yang pertalite cuma di ksh 1 jalur doang sisanya buat pertamax dsb.,loopythereal,https://twitter.com/loopythereal/status/1555237308743368705,3,0,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
2022-08-04 16:25:07+00:00,1555228348120530950,Wakil Bupati Sleman Berikan Arahan Sosialisasi Penerapan dan Pelatihan Aplikasi MyPertamina https://t.co/fRy8jF6vrm,tribunjogja,https://twitter.com/tribunjogja/status/1555228348120530950,0,0,0,"<a href=""https://www.socialchamp.io"" rel=""nofollow"">SocialChamp IO </a>"
2022-08-04 16:15:46+00:00,1555225996634517505,@moguan_ plot twist mereka login mypertamina sebelum ngisi bensin,J93vS84,https://twitter.com/J93vS84/status/1555225996634517505,1,0,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
2022-08-04 15:54:22+00:00,1555220609571102720,@loopythereal @MyPertaminaID Sekarang malah pertlitnya yg ga pernah ada di pom..setiap mau ngisi selelu ada tulisan pertlite dalam perjalanan..😆😆😆 https://t.co/WDnqkVImil,tarto888,https://twitter.com/tarto888/status/1555220609571102720,2,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
2022-08-04 15:51:44+00:00,1555219946506174464,@loopythereal @MyPertaminaID Sudah bang sudah kelar sudah saya perkecil..,tarto888,https://twitter.com/tarto888/status/1555219946506174464,1,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
2022-08-04 15:38:37+00:00,1555216645916086273,@MyPertaminaID Gmn ni kak saya ud daftar sejak 18 juli kok belom dpt balasan sampai saat ini,cardboxman87,https://twitter.com/cardboxman87/status/1555216645916086273,1,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
2022-08-04 15:30:00+00:00,1555214479184367617,"Berikut ini Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina
Semoga bermanfaat ya 🤗
https://t.co/P24I2FYqba",zahraarayaa,https://twitter.com/zahraarayaa/status/1555214479184367617,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 15:30:00+00:00,1555214478140121090,Naah ini guys Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina👍👍 https://t.co/ODYQJWHFNe,sekatrindu22,https://twitter.com/sekatrindu22/status/1555214478140121090,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 15:30:00+00:00,1555214476114333698,"Yuk Simak Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina😙👍🏻
https://t.co/y5JyN7Fvvl",deretangka2,https://twitter.com/deretangka2/status/1555214476114333698,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 15:29:00+00:00,1555214224653164545,"Nih Buat Yang Belum Tahu Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina, Mudah Kok Bisa Di Baca Ya 🥰👍🏻
https://t.co/TpwPhqyFWO",ruangbertanya,https://twitter.com/ruangbertanya/status/1555214224653164545,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 15:28:00+00:00,1555213972818644992,"Ini dia Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina. Kuy disimak biar pada paham
https://t.co/GWrg0GfmcT",catatangalau13,https://twitter.com/catatangalau13/status/1555213972818644992,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 15:27:00+00:00,1555213721261187073,"Yuk simak Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina
https://t.co/wPWU7qAu67",nasigorengwahh,https://twitter.com/nasigorengwahh/status/1555213721261187073,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 15:26:00+00:00,1555213469472931845,"Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina
mudah sekali ,,mantap 
https://t.co/NNyNuZCEHD",leoraajahh,https://twitter.com/leoraajahh/status/1555213469472931845,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 15:26:00+00:00,1555213469363965952,"Inilah Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina. Yuk disimak infonya
https://t.co/p51cxvt4QL",deritalu6,https://twitter.com/deritalu6/status/1555213469363965952,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 15:25:00+00:00,1555213218494169090,"Jadi begini Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina ya guys 👍🏻
https://t.co/DZtnjbrtdo",bunggar,https://twitter.com/bunggar/status/1555213218494169090,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 15:25:00+00:00,1555213218217205760,"Ternyata gini loh guys Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina. 
Simak yuk dan pahami juga ya 
https://t.co/wESd53cpdb",Miyamiyu11,https://twitter.com/Miyamiyu11/status/1555213218217205760,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 15:07:48+00:00,1555208890908037120,@Rizqiadipradana Sama-sama. Sukses selalu:) -Adi,MyPertaminaID,https://twitter.com/MyPertaminaID/status/1555208890908037120,0,0,0,"<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Socio Enterprise</a>"
2022-08-04 15:06:22+00:00,1555208528003944448,"Skenario Beli Pertalite dan Solar Resmi Pakai MyPertamina Berlaku Mulai September 2022
 
https://t.co/RIWaOV0LIl lewat @tribunpontianak",tribunpontianak,https://twitter.com/tribunpontianak/status/1555208528003944448,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 14:50:56+00:00,1555204645966200833,"@bys_king11 Hai, Sobat Boddah. Terima kasih atas saran yang diberikan. Apabila berkenan dapat disampaikan detail kronologisnya melalui DM. Mohon maaf atas ketidaknyamanannya. Tks. -Adi",MyPertaminaID,https://twitter.com/MyPertaminaID/status/1555204645966200833,0,0,0,"<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Socio Enterprise</a>"
2022-08-04 14:49:03+00:00,1555204170143379457,Pengamat Beli BBM Subsidi Lewat MyPertamina Sudah Tepat https://t.co/YHMqnB8EIb #sariagri #pertanian,sariagri_id,https://twitter.com/sariagri_id/status/1555204170143379457,0,0,0,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"
2022-08-04 14:38:23+00:00,1555201488972316677,"canadian must use #arrivecan apps
Indonesian must use #mypertamina apps.. Since global virus and war attack... Rach country make us many rules... Must using apps to buy... Must fill out private doc to sign up application... Its sounds weird... 🌏🔊",vinnalay_,https://twitter.com/vinnalay_/status/1555201488972316677,0,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
2022-08-04 14:31:55+00:00,1555199861351657475,@MyPertaminaID Terima kasih min,Rizqiadipradana,https://twitter.com/Rizqiadipradana/status/1555199861351657475,1,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
2022-08-04 14:31:11+00:00,1555199676202512384,"@RagilSemar Kotaku tidak masuk wilayah uji coba aplikasi mypertamina, tapi.... Pengiriman truk bbm sudah di batasi.... Tiap hari kita di suguhi dan dipaksa ikut parade  kere ngantri bbm di negara sendiri. Ancene  anj**g.",B4msaja,https://twitter.com/B4msaja/status/1555199676202512384,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 14:25:49+00:00,1555198324726431748,"Ternyata gini loh guys Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina. 
Simak yuk dan pahami juga ya 
https://t.co/TJmwvUipp3",cimoloroh,https://twitter.com/cimoloroh/status/1555198324726431748,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 14:24:58+00:00,1555198110225547267,"Disimak guys untuk Cara Daftar dan Transaksi BBM Subsidi Tepat MyPertamina
https://t.co/XkGnIxbTim",ceintamu,https://twitter.com/ceintamu/status/1555198110225547267,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
2022-08-04 14:05:03+00:00,1555193100615954434,My Pertamina dijamin batal 😂😂 https://t.co/MAYWSrhlgA,iqbalRawaly,https://twitter.com/iqbalRawaly/status/1555193100615954434,0,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
2022-08-04 13:54:57+00:00,1555190555671691266,"@ubsansfess setau dan se nangkepku,yg pake my pertamina tuh solar bersubsidi dan pertalite roda 4
tp gtau deh",aisberr0,https://twitter.com/aisberr0/status/1555190555671691266,0,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
